frameNumber,x,y
126,0.0296958372342971,0.0557296081114685
127,0.0296076859217631,0.0556492797179284
128,0.0295011453505065,0.0555586841274791
129,0.0295011453505065,0.0555586841274791
130,0.0294313649319811,0.0555014129860755
131,0.0293639450601508,0.0554463737157252
132,0.029331487023184,0.0554196259982519
133,0.0292847646831537,0.0553804039514971
134,0.0292000255613195,0.0553049549048603
135,0.0291628094728703,0.0552686190984623
136,0.0291512541574648,0.0552567022473495
137,0.0291095690277663,0.0552099794879704
138,0.0290755549900719,0.0551647301650381
139,0.0290444157607254,0.0551102014292031
140,0.0290355851815906,0.0550890217760638
141,0.0290241675404953,0.0550477585783255
142,0.0290210147960238,0.0550177870986216
143,0.029022394903295,0.0549886728241271
144,0.0290238388618181,0.0549791622791676
145,0.0290381483548478,0.0549331052276776
146,0.029093897378022,0.0548906012958556
147,0.0294571524762418,0.0548768562146569
148,0.0302524947849319,0.0548779178410883
149,0.0310797833361171,0.0548887051133313
150,0.0337609246119658,0.0549446301256984
151,0.0383522259178709,0.0550638816301206
152,0.0415539113552076,0.0551533988400825
153,0.0476670755735774,0.055330814853064
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
frameNumber,x,y
